"","","","Volunteer Education Code:","Volunteer Highest grade completed:","Volunteer Highest Occupational Code:","Volunteer Highest job title/description:","Spouse/Significant Other Education Code:","Spouse/Significant Other Highest grade completed:","Spouse/Significant Other Highest Occupational Code:","Spouse/Significant Other Highest job title/description:","Maternal/Guardian #1 Education Code: (Reference age 16)","Maternal/Guardian #1 Highest grade completed:","Highest Maternal/Guardian #1 Occupational Code:","Highest Maternal/Guardian #1 job title/description:","Paternal/Guardian #2 Education Code:","Paternal/Guardian #2 Highest grade completed:","Highest Paternal/Guardian #2 Occupational Code:","Highest Paternal/Guardian #2  job title/description:","Subject SES Score","Subject Parental SES Score"
"A00044130","Adult- Age 22-59","V1","5","15","1","STUDENT","0","NA","0","NA","5","14","8","REGISTERED NURSE","7","18","7","HIGH SCHOOL SPECIAL EDUCATION TEACHER","20","55.5"
"A00039331","Adult- Age 22-59","V1","7","18","7","TEACHER - ELEMENTARY SCHOOL","5","14","4","ELECTRICIAN","4","12","3","DRESS MAKER","4","12","3","SHOE MAKER","45.5","27"
"A00028606","Adult- Age 22-59","V1","5","14","3","CAMP COUNSELOR","0","NA","0","NA","5","14","8","CHIEF MAGAZINE EDITOR","5","14","7","JOURNALIST","30","52.5"
"A00043617","Adult- Age 22-59","V1","6","16","7","ABC NEWS-ASSOCIATE PRODUCER","6","16","3","FILM CREW","5","13","6","ADMINISTRATOR","0","NA","0","NA","43","45"
"A00066831","ONE_DAY-Age 65-85","VA","5","15","8","RN","0","NA","0","NA","5","13","5","CLERICAL WORK AT LIBRARY","5","13","4","MECHANIC","55","37.5"
"A00040248","Older Adult- Age 65-85","V1","7","18","9","EXECUTIVE DIRECTOR","6","16","8","OWNS BUSINESS","7","16","1","HOMEMAKER","7","19","9","LAWYER","62","66"
"A00040990","Adult- Age 22-59","V1","5","14","3","CNA (CERTIFIED NURSES ASSISTANT)","0","NA","0","NA","4","12","6","GM OF A BRANCH OF A BANK","7","18","2","DEPARTMENT OF SANITATION","30","36.5"
"A00067062","ENROLLED","VA_ALG","5","13","7","STORE MANAGER","0","NA","0","NA","4","12","1","HOMEMAKER","6","16","8","HS TEACHER","50","58"
"A00057808","ENROLLED","V1","6","16","5","WORK SUPPORT ASSISTANT FOR PEOPLE WITH DISABILITIES","0","N/A","0","N/A","4","12","4","HOUSEKEEPER","4","12","1","JANITOR","43","24.5"
"A00037445","Adult- Age 22-59","V1","5","15","5","MEDICAL ASSISTANT","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","40",""
"A00039040","Older Adult- Age 65-85","V1","6","16","7","OWNED REAL ESTATE AGENCY","0","NA","0","NA","0","UNKNOWN","1","HOUSEWIFE","0","UNKNOWN","6","OWNED RESTAURANT","53","UNKNOWN"
"A00035926","Adult-Age 18-21","V1","5","13","3","HEALTH AIDE","0","NA","0","NA","7","18","6","CLUB OWNER","4","12","4","MILITARY OFFICER","30","41.5"
"A00040462","Adult- Age 22-59","V1","6","16","7","FINANCE MANAGER","6","16","6","PROJECT MANAGER","4","12","5","CLERICAL","6","16","8","EXECUTIVE DIRECTOR","48","47.5"
"A00037522","Older Adult- Age 60-64","V1","7","18","7","HIGH SCHOOL COUNSELOR","7","18","7","ELEMENTARY SCHOOL TEACHER","4","12","3","MACHINIST IN FACTORY","2","8","5","OWNED SMALL GROCERY STORE","56","29"
"A00058644","Older Adult- Age 65-85","V1","6","17","7","FACILITY MANAGER AT A HOSPITAL","4","12","7","CHEF","4","12","2","WORKED IN A CAFETERIA AS A COOK","0","NA","0","NA","50","22"
"A00045589","Older Adult- Age 60-64","V1","6","16","7","PROJECT SALES CONSULTANT","0","NA","0","NA","4","12","3","HAIR STYLIST","4","12","3","OWNER OF SPORTSWEAR COMPANY","53","37"
"A00039639","Older Adult- Age 65-85","V1","7","21","8","DIRECTOR OF RESEARCH AND PLANNING","7","18","8","SENIOR REGISTRAR","0","NA","1","HOMEMAKER","1","UNKNOWN","3","FACTORY WORKER","61","18"
"A00060371","ENROLLED","V1","7","18","7","PHYSICIAN'S ASSISTANT","0","N/A","0","N/A","7","18","7","SOCIAL WORKER","6","16","7","MEDICAL DEVICE CONSULTANT","56","54.5"
"A00038731","Adult-Age 18-21","V1","6","16","1","STUDENT","0","NA","0","NA","4","12","6","SECRETARY","5","13","4","ELECTRICIAN","23","38.5"
"A00037439","Adult- Age 22-59","V1","7","18","8","ACCOUNTANT","6","16","8","HUMAN RESOURCE DIRECTOR","5","14","8","OWNED HOTEL","6","16","8","OWNED HOTEL","59.5","56.5"
"A00037160","Adult-Age 18-21","V1","4","12","5","ROPES COURSE INSTRUCTOR","0","NA","0","NA","6","16","8","REGISTERED NURSE","7","20","9","DENTIST","37","62"
"A00029231","Adult- Age 22-59","V1","6","16","1","STUDENT","0","NA","0","NA","7","18","9","ENGINEER","7","18","9","ENGINEER","23","66"
"A00052423","Older Adult- Age 65-85","V1","6","14","8","OWNER OF A JEWELRY BUSINESS - SOLD FOR 120,000","7","17","8","DIRECTOR OF CARE MANAGEMENT AT A HOSPITAL","0","NA","0","NA","0","NA","0","NA","59.5",""
"A00066302","ONE_DAY- Age 22-59","VA","5","14","6","SALES REPRESENTATIVE","0","NA","0","NA","5","13","1","HOMEMAKER","4","12","6","NY FIRE DEPARTMENT","45","42"
"A00030913","Adult-Age 18-21","V1","4","12","1","STUDENT","0","NA","0","NA","6","16","7","SOCIAL WORKER","4","12","3","MAKES METAL AND PLASTIC PARTS AT A WORKSHOP.","17","40"
"A00030990","Older Adult- Age 65-85","V1","4","12","2","WAITRESS","4","12","3","MACHINE OPERATOR","0","NA","0","NA","0","NA","0","NA","24.5",""
"A00054358","Adult- Age 22-59","V1","6","16","7","FIELD OPERATIONS SUPERVISOR","0","NA","0","NA","4","12","3","MACHINE OPERATOR","3","11","7","BUSINESS AGENT SUPERVISOR","53","35.5"
"A00061276","ONE_DAY- Age 22-59","VA","6","16","3","PCA (NURSE'S AIDE)","0","NA","0","NA","0","NA","0","NA","7","18","9","SENIOR ENGINEER (SOFTWARE)","33","66"
"A00058952","ENROLLED","VA_ALG","6","16","3","HAIRDRESSER","0","NA","0","NA","5","14","7","BUSINESS MANAGEMENT","0","NA","0","NA","33","50"
"A00058515","ENROLLED","V1","6","16","7","MS MATH TEACHER","0","NA","0","NA","6","16","6","OPTICIAN","6","16","7","INSURANCE AGENT","53","50.5"
"A00059362","Adult-Age 18-21","V1","5","14","1","STUDENT","0","NA","0","NA","5","14","6","ADMINISTRATOR AT MEDICAL COLLEGE","6","16","7","BUSINESS OWNER","20","49"
"A00031894","Adult- Age 22-59","V1","4","12","4","CARPENTER","0","NA","0","NA","5","13","7","DRUG COUNSELOR","5","13","8","DRILL SERGEANT IN ARMY","32","40"
"A00058218","ENROLLED","V1","6","16","7","MANAGEMENT CONSULTANT AND VARIOUS BUSINESSES","6","16","6","HYPNOTIST/SLEEP HYPNOSIS","4","12","6","SCIENTIST- VARIOUS INDUSTRIES. RESEARCH NOT SPECIFIED","0","NA","0","NA","48","42"
"A00056919","Adult- Age 22-59","V1","6","16","1","STUDENT","0","NA","0","NA","7","18","7","REAL ESTATE AGENT","6","16","4","FIXES MACHINES - PRINTING","23","47"
"A00062285","ONE_DAY- Age 22-59","VA","4","12","3","HOME HEALTH AIDE","5","14","2","DELIVERY PERSON","4","12","1","HOMEMAKER","3","11","3","BUS DRIVER","26","20.5"
"A00037635","Adult- Age 22-59","V1","7","18","7","SOCIAL WORKER","7","18","7","OCCUPATIONAL THERAPIST","2","9","5","CLERK","2","9","4","MACHINIST","56","28.5"
"A00054533","Adult-Age 18-21","V1","5","15","1","STUDENT","0","NA","0","NA","1","5","3","CNA - CERTIFIED NURSING ASSISTANT","1","5","3","TAXI DRIVER","20","18"
"A00055061","Adult- Age 22-59","V1","6","16","9","SYSTEMS ENGINEER","6","16","9","OWNS LANDSCAPING COMPANY VALUED AT >$250,000","4","12","6","SECRETARY","6","16","6","POLICE MAN","63","45"
"A00043384","Adult-Age 18-21","V1","6","16","1","PART TIME IN HS","0","NA","0","NA","7","18","7","4TH GRADE TEACHER","6","16","6","WORKS IN IT","11.5","54.5"
"A00062917","ONE_DAY- Age 22-59","VA","6","16","7","ASSISTANT DIRECTOR - CHILDREN'S CENTER","0","NA","0","NA","5","13","6","MANAGER - FOOD SERVICE","3","11","4","OWNED LANDSCAPING COMPANY","53","37"
"A00050911","Older Adult- Age 65-85","V1","5","13","6","SECRETARY","6","16","6","CAPTAIN IN FDNY","4","12","1","HOUSEWIFE","3","10","4","PRESSMAN","46.5","29"
"A00061275","ONE_DAY-Age 65-85","VA","7","18","8","CHIEF OF TRIAL COURT OPERATIONS IN COURT SYSTEMS","7","18","8","RN","4","12","3","SEAMSTRESS","3","10","4","CEMENT MASON","61","28"
"A00028605","Adult- Age 22-59","V1","5","14","4","SELF-EMPLOYED MUSICIAN AND MUSIC TEACHER","0","NA","0","NA","7","18","7","TEACHER","7","18","8","ACCOUNTANT","35","58.5"
"A00028352","ENROLLED","V1REP","6","16","6","SUPPORT SPECIALIST INSTALLING SCANNERS AT A BANK","0","NA","0","NA","5","14","5","BOOK KEEPER","2","6","3","LIMO DRIVER","48","30.5"
"A00037375","Adult- Age 22-59","V1","6","16","6","SALES MANAGER","6","16","6","CASH MANAGEMENT ANALYST","3","10","5","PHONE OPERATOR","0","NA","0","NA","48","34"
"A00039686","Adult-Age 18-21","V1","4","12","5","RETAIL","0","NA","0","NA","4","12","6","CORRECTIONS OFFICER","0","NA","0","NA","37","42"
"A00053949","Older Adult- Age 60-64","V1","7","18","9","ARCHITECT","7","18","9","LAWYER","7","19","9","PROFESSOR AT A COLLEGE","6","16","7","STOCK BROKER","66","59.5"
"A00043450","Adult- Age 22-59","V1","5","14","5","CASHIER","0","NA","0","NA","6","16","5","TEACHER AT COSMETOLOGY SCHOOL","6","16","6","STATE TROOPER","40","46.5"
"A00035553","Adult- Age 22-59","V1","6","16","3","PHYSICAL THERAPY AIDE","0","NA","0","NA","4","12","3","NURSE ASSISTANT","5","14","7","SPECIAL EDUCATION TEACHER","33","38.5"
"A00054621","Older Adult- Age 65-85","V1","6","16","8","RN","7","18","7","MARKETING RESEARCH CONSULTANT","4","12","5","SALESPERSON","4","12","1","WINDOW WASHER","57","27"
"A00044410","Older Adult- Age 65-85","V1","7","18","7","ELEMENTARY SCHOOL TEACHER","0","NA","0","NA","4","12","5","BOOK KEEPER","5","14","6","SMALL BUSINESS OWNER","56","41"
"A00052117","Adult- Age 22-59","V1","7","21","9","OWNS PRACTICE, OSTEOPATHIC MEDICINE","7","21","9","RESEARCH NYU, PROFESSOR","6","17","1","HOMEMAKER","7","18","7","COMPUTER SOFTWARE MANAGEMENT AND DEVELOPMENT","66","56"
"A00040311","Older Adult- Age 65-85","V1","7","18","8","HIGH SCHOOL TEACHER","5","13","6","OWNED CONSTRUCTION BUSINESS","4","12","7","REAL ESTATE AGENT","6","16","6","OWNED SMALL BUSINESS","53","47.5"
"A00031872","Adult- Age 22-59","V1","6","16","7","FINANCIAL PLANNER/STOCK BROKER","0","NA","0","NA","3","11","0","HOMEMAKER","2","9","6","COMMERCIAL PHOTOGRAPHER","53","36"
"A00037588","Adult- Age 22-59","V1","5","15","6","VERIZON TECHNICIAN","5","13","6","MEDICAL SECRETARY","0","NA","0","NA","0","NA","0","NA","45",""
"A00039353","Adult- Age 22-59","V1","5","13","6","MANAGER","5","13","6","HVAC TECHNICIAN","4","12","4","OWNED SMALL BUSINESS","4","12","4","OWNED SMALL BUSINESS","45","32"
"A00038832","Adult-Age 18-21","V1","5","13","5","CASHIER","0","NA","0","NA","5","13","5","BOOK KEEPER IN OFFICE","5","13","7","MANAGER AT BOWLING ALLEY","40","45"
"A00029092","Adult-Age 18-21","V1","5","15","3","MEDICAL ASSISTANT","0","NA","0","NA","6","16","7","TEACHER","5","14","9","VICE PRESIDENT OF A SHIPPING COMPANY","30","56.5"
"A00031683","Adult- Age 22-59","V1","6","16","7","IT SUPPORT","5","13","7","DIRECTOR OF HELP DESK SUPPORT","6","16","7","NURSE","7","18","7","MANAGER","51.5","54.5"
"A00044344","Older Adult- Age 60-64","V1","7","18","7","MIDDLE SCHOOL TEACHER","5","13","4","ELECTRICIAN","2","8","1","HOMEMAKER","2","8","3","BARBER","45.5","21"
"A00051023","Adult- Age 22-59","V1","7","20","9","INTERNAL MEDICINE DOCTOR","6","16","7","COMPUTER PROGRAMMER","4","12","1","HOUSEWIFE","0","NA","0","NA","59.5","NA"
"A00063326","ONE_DAY","VA","6","16","8","PHARMACIST","0","NA","0","NA","0","NA","0","NA","6","16","8","PHARMACIST","58","58"
"A00034400","Adult- Age 22-59","V1","4","12","4","OWNED HOUSE CLEANING BUSINESS","4","12","3","DELIVERYMAN","4","12","5","CASHIER","1","6","6","SUPERVISOR AT WATER DEPARTMENT","29.5","35"
"A00053475","ENROLLED","V1","5","13","7","SOFTWARE DEVELOPER","5","13","6","TEACHER AIDE","4","12","1","HOUSEWIFE","7","18","8","CLERGYMAN","47.5","61"
"A00037511","Adult- Age 22-59","V1","5","14","4","DIRECT CARE AIDE","0","NA","0","NA","6","16","5","PAROLE OFFICER","0","NA","0","NA","35","43"
"A00039118","Adult- Age 22-59","V1","5","13","3","HOME HEALTH AIDE","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","30","NA"
"A00028184","Adult- Age 22-59","V1","4","12","3","SECURITY OFFICER","0","NA","0","NA","2","12","2","FACTORY WORKER","0","UNKNOWN","0","UNKNOWN","27","16"
"A00035036","Adult- Age 22-59","V1","6","16","6","LEGAL ASSISTANT","0","NA","0","NA","2","8","5","CASHIER","0","NA","0","NA","48","31"
"A00034193","Adult- Age 22-59","V1","5","14","3","DIRECT SUPPORT CARE","0","NA","0","NA","4","12","6","STORE MANAGER","5","14","6","MANAGER","30","43.5"
"A00066735","ONE_DAY- Age 22-59","VA","5","15","6","SOFTWARE TESTING","0","NA","0","NA","6","16","8","PHARMACIST","7","18","7","PROJECT MANAGER","45","57"
"A00035840","Adult- Age 22-59","V1","6","18","5","CLERICAL","0","NA","0","NA","4","12","5","BANK OFFICE","4","12","4","MECHANIC","43","34.5"
"A00037589","Older Adult- Age 65-85","V1","6","16","7","CHIEF PHYSICAL THERAPIST","0","NA","0","NA","6","16","7","3RD GRADE TEACHER","5","14","7","BUSINESS OWNER - ROOFING AND SIDING CONTRACTOR","53","51.5"
"A00051528","Older Adult- Age 60-64","V1","7","18","9","VICE PRESIDENT OF MANUFACTURING","0","NA","0","NA","4","12","6","STENOGRAPHER","4","12","9","BUSINESS OWNER","66","49.5"
"A00056452","Adult- Age 22-59","V1","6","16","6","GROUP ACCOUNT DIRECTOR IN MARKETING GROUP","0","NA","0","NA","6","16","7","OFFICE MANAGER AT A JEWELRY STORE","5","13","6","PRESIDENT OF A CLOTHING MANUFACTURING ($50,000)","48","49"
"A00033998","Older Adult- Age 60-64","V1","5","13","7","WAREHOUSE MANAGER","5","14","7","HOTEL MANAGER","4","12","2","FACTORY WORKER","3","11","2","FACTORY WORKER","50","20.5"
"A00039488","ENROLLED","V1REP","3","11","3","CAMP COUNSELOR, SECURITY, WAREHOUSE, FORKLIFT OPERATOR","4","12","4","RECEPTIONIST FOR DOCTOR'S OFFICE","4","12","6","MEDICAL BILLING","4","12","4","CUSTODIAL WORK, MARINES","28","37"
"A00060006","ENROLLED","V1","5","13","6","STORE MANAGER/RETAIL","0","N/A","0","N/A","4","12","6","SECRETARY","4","12","4","PHARMACEUTICAL COMPANY, WORKED IN PLANT, MACHINE LABOR.","50","37"
"A00053607","Adult- Age 22-59","V1","6","16","6","WORKS AT GROUP HOME W/ AUTISTIC CHILDREN","0","NA","0","NA","3","10","1","STAY AT HOME MOM","2","9","6","POLICE OFFICER","48","36"
"A00037848","Adult- Age 22-59","V1","5","15","6","MANAGER","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","45","NA"
"A00058999","ENROLLED","V1","5","13","2","WAITRESS","0","NA","0","NA","4","12","6","ASSISTANT TEACHER","4","12","4","UTILITY REPAIR","25","37"
"A00063000","ONE_DAY- Age 22-59","VA","4","12","3","HOME HEALTH AIDE","1","3","1","CUSTODIAN","1","3","1","HOMEMAKER","1","4","1","FARMER","17.5","8"
"A00029127","Adult- Age 22-59","V1","6","16","3","DIRECT CARE PROVIDER FOR DEVELOPMENTALLY DISABLED ADULTS","0","NA","0","NA","7","18","8","ACCOUNTANT/BOOKKEEPING","0","NA","0","NA","33","61"
"A00043677","Adult- Age 22-59","V1","5","15","3","SECURITY OFFICER","0","N/A","0","N/A","6","16","6","RESERVING ADS AT NY TIMES","6","16","6","FIREFIGHTER","15","48"
"A00059346","ENROLLED","V1","6","16","6","ABA INSTRUCTOR","0","NA","0","NA","6","16","6","DENTAL ASSISTANT","7","20","8","PHARMACIST","48","54.5"
"A00039657","Older Adult- Age 65-85","V1","6","16","7","REAL ESTATE BROKER","6","16","7","REAL ESTATE INVESTOR","4","12","1","HOUSEWIFE","4","12","3","BARBER","53","27"
"A00060093","ENROLLED","V1","5","13","4","FARMER'S MARKET- MEAT DISPLAY STOCK/DEPT ORGANIZER","0","NA","0","NA","6","16","3","BEAUTICIAN/SALON","0","NA","0","NA","35","33"
"A00039218","Adult- Age 22-59","V1","4","12","2","TARGET/STOCK","0","NA","0","NA","5","14","2","STOCK-TARGET","0","NA","0","NA","22","25"
"A00062266","ONE_DAY- Age 22-59","VA","7","23","9","SOCIAL PSYCHOLOGIST","1","5","2","COOK","5","13","7","DESKTOP PUBLISHING","7","18","7","SOCIAL WORKER","39.5","53"
"A00053626","Older Adult- Age 65-85","V1","4","12","7","OFFICE MANAGER","0","NA","0","NA","2","8","5","OWNER BAKERY","2","9","5","OWNER BAKERY","47","31"
"A00043998","ENROLLED","V1","6","16","5","LEAD CASHIER","0","NA","0","NA","5","14","5","HEALTH CARE BILLING","5","14","7","DIRECTOR OF PLANT OPERATIONS","43","45"
"A00037768","Adult- Age 22-59","V1","5","14","5","SUPERVISOR","5","13","7","HOTEL SALES MANAGER","4","12","2","FOOD SERVICE","4","12","3","STEAM GENERATOR OPERATOR","45","24.5"
"A00028246","Adult- Age 22-59","V1","6","16","8","PRESIDENT OF COMPANY","0","NA","0","NA","3","11","5","CLERICAL WORK AT INSURANCE COMPANY","5","14","5","CLOTHING SALESMAN","63","37"
"A00039975","Older Adult- Age 65-85","V1","7","20","7","SPECIAL ED TEACHER-HIGH SCHOOL","7","20","9","COLLEGE PROFESSOR","0","UNKNOWN","1","HOUSEWIFE","0","UNKNOWN","6","REAL ESTATE-OWNED APARTMENT BUILDINGS","61",""
"A00058539","Adult- Age 22-59","V1","6","16","6","INTERPRETER (MAYO CLINIC)","7","21","9","PHYSICIAN","6","16","8","ACCOUNTANT","6","16","9","AIRCRAFT ENGINEER","57","60.5"
"A00039159","Adult-Age 18-21","V1","4","12","5","CASHIER","0","NA","0","NA","7","20","9","OBGYN PHYSICIAN","7","21","8","RESEARCH SCIENTIST","37","63.5"
"A00061647","ONE_DAY- Age 22-59","VA","6","16","8","RN","6","16","6","ELECTRICAL SUPPLY SALES REPRESENTATIVE","4","12","6","LPN","4","12","4","MECHANIC","53","37"
"A00065302","ONE_DAY-Age 65-85","VA","7","18","7","TEACHER-MIDDLE SCHOOL","0","NA","0","NA","4","12","6","SECRETARY","5","15","8","PHARMACIST","56","46.5"
"A00060516","ENROLLED","V1","5","14","1","RETAIL/PART TIME","0","N/A","0","N/A","6","16","7","BUSINESS ACCOUNTANT AT HOSPITAL/FINANCIAL SERVICES","5","13","6","BUILDING INSPECTOR","20","49"
"A00028339","Adult- Age 22-59","V1","6","16","5","OFFICE MANAGER","0","NA","0","NA","5","14","5","OFFICE MANAGER","6","16","9","ELECTRICAL ENGINEER","43","51.5"
"A00035440","Older Adult- Age 60-64","V1","7","18","8","LIBRARIAN","7","18","8","LIBRARIAN","5","13","8","ACCOUNTANT","4","12","4","CHIEF STEWARD IN NAVY","61","43.5"
"A00043462","Adult-Age 18-21","V1","5","14","2","DAYCARE PROVIDER","0","NA","0","NA","6","16","4","OWNS DAYCARE","4","12","4","OWNS DAYCARE","25","35"
"A00033247","Adult- Age 22-59","V1","5","15","1","STUDENT","0","NA","0","NA","4","12","6","EXECUTIVE ASSISTANT","4","12","5","TELECOMMUNICATIONS","20","39.5"
"A00055447","ENROLLED","V1","6","16","6","BUSINESS MANAGER LANDSCAPING COMPANY","0","NA","0","NA","7","22","9","COLLEGE PROFESSOR","6","16","9","LIEUTENANT COLONEL IN MILITARY","48","64.5"
"A00039974","Older Adult- Age 60-64","V1","7","18","7","ELEMENTARY TEACHER","0","NA","0","NA","0","UNKNOWN","3","MANICURIST","0","UNKNOWN","3","SECURITY","56",""
"A00039461","Adult- Age 22-59","V1","5","13","6","OPERATIONS MANAGER","7","18","6","PROGRAM COORDINATOR","4","12","3","SEAMSTRESS","4","12","3","UPHOLSTERER","48","27"
"A00035337","Older Adult- Age 65-85","V1","5","15","8","PHARMACIST","7","20","7","ARTIST","5","14","6","INTERPRETER FOR BELGIUM EMBASSY IN CHINA","6","16","8","MILITARY OFFICER","55.5","51.5"
"A00040152","Older Adult- Age 65-85","V1","4","12","7","OWNED PEST CONTROL COMPANY","3","11","7","MOTEL MANAGER","2","UNKNOWN","2","COOK","0","NA","0","NA","45.5","16"
"A00040285","Older Adult- Age 65-85","V1","6","16","7","ACCOUNT EXECUTIVE","7","18","8","HIGH SCHOOL TEACHER","2","8","1","HOUSEWIFE","1","6","4","FOREMAN","57","23"
"A00044291","Adult- Age 22-59","V1","7","18","7","MENTAL HEALTH CLINICIAN","0","NA","0","NA","7","22","9","PEDIATRICIAN","7","18","9","INTERNAL MEDICINE DOCTOR","56","66"
"A00076589","Adult- Age 22-59","V1","3","11","1","BABYSIT, CASHIER","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","14","NA"
"A00057444","ENROLLED","V1","5","14","5","DIRECT SUPPORT PROFESSIONAL AT ARC OF ROCKLAND","0","N/A","0","N/A","6","16","6","SUPERVISOR AT NURSING HOME","6","16","6","PASTOR","40","48"
"A00038189","Adult- Age 22-59","V1","5","14","6","RETAIL MANAGER","7","18","7","MENTAL HEALTH COUNSELOR","4","12","5","TELEMARKETING, CLERICAL","2","9","4","MECHANIC","50.5","31.5"
"A00059018","ONE_DAY","V1","7","18","8","PA AT A HOSPITAL","0","NA","0","NA","4","12","9","OPTOMETRIST","6","16","7","INSURANCE AGENT","61","55"
"A00037831","Adult- Age 22-59","V1","4","12","5","MEDICAL ASSISTANT","7","19","9","LAWYER","4","12","4","RECEPTIONIST","4","12","6","POLICE OFFICER/DETECTIVE","51.5","37"
"A00051638","Adult-Age 18-21","V1","5","13","1","STUDENT","0","NA","0","NA","6","16","7","SALES MANAGER","5","14","6","SALES REPRESENTATIVE","20","49"
"A00043283","Adult- Age 22-59","V1","6","16","6","NYPD","0","NA","0","NA","4","12","6","ADVERTISING","5","14","6","MARKETING","48","43.5"
"A00054038","Older Adult- Age 65-85","V1","6","16","8","DIRECTOR OF CASE MANAGEMENT AT HOSPITAL","6","16","6","SALESMAN FOR JEWELRY","6","16","7","TEACHER (ELEMENTARY)","6","16","8","ACCOUNTANT","53","70.5"
"A00065574","ONE_DAY- Age 22-59","VA","6","16","6","MEDICAL SCRIBE","0","NA","0","NA","7","18","7","4TH GRADE TEACHER","6","16","8","FINANCIAL CONSULTANT","48","57"
"A00035879","Adult- Age 22-59","V1","5","15","4","APPRENTICE IN LABOR UNION","0","NA","0","NA","0","NA","0","NA","7","19","8","PHYSICAL THERAPIST","35","61"
"A00031607","Adult- Age 22-59","V1","5","13","5","CASHIER/ BOOKKEEPER","7","18","8","ASSISTANT ATHLETIC DIRECTOR/ HIGH SCHOOL TEACHER","4","12","3","NURSE'S AIDE/ BUS DRIVER","4","12","4","CONSTRUCTION ENGINEER/ MECHANIC","50.5","29.5"
"A00037119","Adult- Age 22-59","V1","5","13","2","WAREHOUSE","0","NA","0","NA","4","12","6","TEACHERS AID","0","NA","0","NA","25","42"
"A00051455","Older Adult- Age 65-85","V1","6","16","8","SENIOR COMPUTER ANALYST","0","N/A","0","N/A","4","12","6","MANAGER AT HUSBAND'S RETAIL SHOP","4","12","7","RETAILER-OWNED A WOMEN'S RETAIL SHOP","58","44.5"
"A00040524","Adult- Age 22-59","V1","5","15","1","STUDENT","0","NA","0","NA","4","12","3","HAIRDRESSER","4","12","4","PLUMBER","20","29.5"
"A00052125","ENROLLED","V1","6","16","6","ASSISTANT MANAGER OF A GROUP HOME","0","N/A","0","N/A","5","14","8","NURSE","3","11","6","OWNS A CONSTRUCTION COMPANY","48","47"
"A00039276","Adult- Age 22-59","V1","7","18","7","MIDDLE SCHOOL TEACHER","6","16","8","VICE PRESIDENT OF SALES","6","16","7","TEACHER","4","12","3","COURIER","57","40"
"A00043509","Adult- Age 22-59","V1","5","14","5","ASSISTANT MANAGER","0","NA","0","NA","7","18","4","OWNER OF SMALL BUSINESS","0","NA","0","NA","40","41"
"A00053319","ENROLLED","V1","6","16","5","DENTAL ASSISTANT","5","14","3","FEDEX DRIVER","6","16","8","SCHOOL TEACHER AND COUNSELOR, HIGH SCHOOL","0","NA","0","NA","36.5","58"
"A00039755","Adult- Age 22-59","V1","5","14","5","CLERICAL, RETAIL","0","NA","0","NA","5","14","6","CASEWORKER SUPERVISOR","4","12","6","SUPERVISOR SEWER DISTRICT","40","43.5"
"A00039966","Older Adult- Age 65-85","V1","6","16","6","DIRECTOR OF CALL CENTER","0","NA","0","NA","0","UNKNOWN","3","HOUSEKEEPER","0","NA","0","NA","48",""
"A00052235","ENROLLED","V1","5","14","6","RESTAURANT MANAGER","6","16","1","STUDENT","5","14","5","MEDICAL BILLER","5","14","6","OWNED CATERING BUSINESS","34","42.5"
"A00057372","ENROLLED","V1","5","15","2","WAREHOUSE-STOCKING","0","NA","0","NA","6","16","8","RN","7","18","7","SOCIAL WORKER","25","57"
"A00028784","Adult- Age 22-59","V1","7","18","7","TECHNICAL ANALYST","5","13","4","PLUMBER","7","18","8","NURSE","6","16","7","PERSONAL FINANCE","45.5","55.5"
"A00060279","ENROLLED","V1","7","18","3","DIRECT SUPPORT AT HOME RESIDENCE","0","NA","0","NA","6","16","8","RN","6","16","7","NYPD SERGEANT","36","55.5"
"A00044405","Adult- Age 22-59","V1","5","13","6","PARALEGAL","0","NA","0","NA","4","12","1","MAID - CLEANED HOMES","4","12","2","HEAD CUSTODIAN","45","19.5"
"A00035827","Adult- Age 22-59","V1","4","12","3","SECURITY GUARD","0","NA","0","NA","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","27","UNKNOWN"
"A00056556","ENROLLED","V1","7","21","9","RESEARCH SCIENTIST","7","18","7","ELEMENTARY TEACHER","6","16","8","HIGH SCHOOL TEACHER","7","18","8","HIGH SCHOOL TEACHER","61","58"
"A00061204","ONE_DAY","VA","6","16","9","ENGINEER","7","18","9","LAWYER","6","16","7","SOCIAL WORKER","5","13","4","MECHANIC","64.5","44"
"A00066237","ENROLLED","VA_ALG","7","18","7","TEACHER","7","18","7","ACCOUNTING","2","8","2","FACTORY WORKER","1","2","6","SMALL BUSINESS OWNER- GROCERY STORE","56","24.5"
"A00034385","Adult- Age 22-59","V1","5","13","5","DENTAL ASSISTANT, CLERICAL","0","NA","0","NA","3","UNKNOWN","3","HOUSEKEEPER, PRIVATE HOUSEHOLD","3","UNKNOWN","2","FACTORY, MAINTENANCE","40","21.5"
