"","","","Writing:","Do you ever use the other hand?","Drawing:","Do you ever use the other hand?","Throwing:","Do you ever use the other hand?","Using Scissors:","Do you ever use the other hand?","Using a Toothbrush:","Do you ever use the other hand?","Using a Knife (without a fork):","Do you ever use the other hand?","Using a Spoon:","Do you ever use the other hand?","Using a Broom (upper hand):","Do you ever use the other hand?","Striking a Match:","Do you ever use the other hand?","Opening a Box (holding the lid):","Do you ever use the other hand?","Holding a Computer Mouse:","Do you ever use the other hand?","Using a Key to Unlock a Door:","Do you ever use the other hand?","Holding a Hammer:","Do you ever use the other hand?","Holding a Brush or Comb:","Do you ever use the other hand?","Holding a Cup while Drinking:","Do you ever use the other hand?","LATERALITY INDEX","DECILE"
"A00059756","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00060848","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","2","0","3","0","3","0","3","1","3","0","3","0","3","1","80","5TH RIGHT"
"A00040944","Adult- Age 22-59","V1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","50","1ST RIGHT"
"A00034987","Adult- Age 22-59","V1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","1","1","3","0","3","0","3","1","85","6TH RIGHT"
"A00062369","ONE_DAY-AGE 16-17","VA","1","0","1","0","1","1","1","0","1","0","1","0","1","0","1","0","1","0","1","1","3","1","3","1","1","0","1","0","1","1","-90","7TH LEFT"
"A00058144","ENROLLED","V1","3","0","3","1","3","1","2","1","2","1","3","1","2","1","2","1","2","1","2","1","3","0","3","0","3","0","2","1","2","1","25","MIDDLE"
"A00064053","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00044171","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00052461","Child Age 14","V1","3","0","3","0","3","0","3","0","2","1","3","0","3","1","1","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","60","2ND RIGHT"
"A00043722","Adult- Age 22-59","V1","3","1","3","1","3","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","3","1","2","1","2","1","2","1","2","1","15","MIDDLE"
"A00050847","Child Age 9-10","V1","3","1","3","0","3","1","3","1","3","0","1","1","3","0","3","1","2","0","3","1","3","0","3","0","3","0","3","0","1","1","50","1ST RIGHT"
"A00037170","Adult- Age 22-59","V1","1","0","1","0","3","0","1","1","1","0","1","1","1","0","1","0","1","1","1","1","3","0","3","1","1","0","1","1","1","1","-60","3RD LEFT"
"A00060431","Older Adult- Age 65-85","V1","1","1","1","0","1","1","1","0","1","0","3","1","2","1","2","1","1","0","1","1","2","1","1","1","1","0","1","1","2","1","-50","2ND LEFT"
"A00028613","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00033021","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","1","2","1","100","10TH RIGHT"
"A00052499","Older Adult- Age 65-85","V1","3","1","3","0","1","1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","1","1","3","1","3","1","3","1","65","2ND RIGHT"
"A00059362","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","1","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","85","6TH RIGHT"
"A00064507","ONE_DAY-Age 9-10","VA","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","1","0","1","1","75","4TH RIGHT"
"A00039686","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","2","0","90","7TH RIGHT"
"A00059344","ENROLLED","VA_ALG","3","1","3","0","3","0","3","1","2","1","2","1","3","1","2","1","3","0","2","1","3","0","2","1","2","1","2","1","2","1","45","MIDDLE"
"A00056452","Adult- Age 22-59","V1","3","1","3","0","3","1","2","1","2","1","1","1","1","1","2","1","3","1","3","1","3","0","3","0","3","0","1","0","2","1","20","MIDDLE"
"A00062989","ONE_DAY-Age 15","VA","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","75","4TH RIGHT"
"A00039943","Child - Age 15","V1","3","0","3","0","3","0","3","0","3","0","1","0","3","0","2","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","70","3RD RIGHT"
"A00063000","ONE_DAY- Age 22-59","VA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A00058436","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","2","1","90","7TH RIGHT"
"A00019903","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00052319","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00039819","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00052182","Child Age 12","V1","3","0","3","0","2","1","2","1","2","1","3","1","2","1","2","1","2","1","2","1","3","0","3","1","2","1","2","1","2","1","25","MIDDLE"
"A00062288","ONE_DAY- Age 22-59","VA","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","0","3","1","3","1","60","2ND RIGHT"
"A00040226","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","90","7TH RIGHT"
"A00040798","Child Age 11","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","2","1","2","1","3","1","3","0","2","1","3","1","2","1","3","0","70","3RD RIGHT"
"A00039923","Older Adult- Age 65-85","V1","3","0","3","0","1","0","3","0","3","0","3","0","3","0","1","0","3","0","1","1","3","0","3","1","3","0","3","0","3","1","45","MIDDLE"
"A00043450","Adult- Age 22-59","V1","3","0","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","70","3RD RIGHT"
"A00027167","Child - Age 14","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","80","5TH RIGHT"
"A00066812","ONE_DAY","VA","3","0","3","0","3","1","3","0","3","0","3","1","3","0","2","1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","80","5TH RIGHT"
"A00051539","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","2","1","3","0","3","0","3","1","90","7TH RIGHT"
"A00053490","Child Age 12","V1","3","0","3","0","3","0","3","1","3","1","3","1","3","1","1","1","2","0","3","1","3","0","3","0","3","1","3","1","3","1","50","1ST RIGHT"
"A00039895","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00041557","Child- Ages 9-10","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00043521","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","1","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00035588","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00062282","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","2","1","3","0","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00033589","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","95","9TH RIGHT"
"A00044307","Adult-Age 18-21","V1","3","0","3","0","3","1","3","0","2","1","2","1","2","1","2","1","2","1","2","1","3","1","2","1","3","1","3","1","2","1","35","MIDDLE"
"A00052423","Older Adult- Age 65-85","V1","3","1","3","1","3","1","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","0","65","2ND RIGHT"
"A00037386","Adult- Age 22-59","V1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00043417","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00053949","Older Adult- Age 60-64","V1","1","0","1","0","3","0","1","1","1","0","3","1","1","1","2","1","3","1","3","1","3","0","3","0","3","0","2","1","2","1","-15","MIDDLE"
"A00040890","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","100","10TH RIGHT"
"A00057480","Child Age 9-10","V1","1","0","1","0","1","1","3","0","2","1","1","1","1","0","2","1","2","1","3","0","3","0","1","0","1","0","1","1","3","1","-20","MIDDLE"
"A00039951","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00037635","Adult- Age 22-59","V1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","85","6TH RIGHT"
"A00059662","ONE_DAY- Age 22-59","VA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A00034854","ENROLLED","V1REP","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","0","85","6TH RIGHT"
"A00037081","Adult- Age 22-59","V1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","1","1","80","5TH RIGHT"
"A00055867","Child Age 15","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","2","1","3","0","2","1","3","1","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00065480","ONE_DAY- Age 22-59","VA","1","1","1","0","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","3","0","1","1","1","1","1","1","1","1","-70","4TH LEFT"
"A00059326","Child -Age 8","V1","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","1","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00058145","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","1","85","6TH RIGHT"
"A00028691","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00055076","Child Age 9-10","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","85","6TH RIGHT"
"A00039593","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00056746","Child Age 8","V1","3","0","3","0","3","1","3","1","3","1","1","0","3","1","1","1","2","1","3","1","3","1","3","0","3","1","3","1","3","1","30","MIDDLE"
"A00059733","Child Age 9-10","V1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","3","0","3","0","3","0","85","6TH RIGHT"
"A00055832","Child- Age 6","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","1","0","100","10TH RIGHT"
"A00061597","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","1","3","1","3","1","80","5TH RIGHT"
"A00059663","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00054581","Child Age 9-10","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00059142","Child Age 7","V1","1","0","1","0","3","1","1","0","1","1","3","0","1","0","1","0","2","0","2","1","3","0","1","0","3","1","1","0","1","0","-40","1ST LEFT"
"A00060471","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","0","2","1","3","0","3","0","3","0","90","7TH RIGHT"
"A00053576","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00037712","Adult- Age 22-59","V1","3","0","3","0","3","0","3","1","3","0","1","1","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","65","2ND RIGHT"
"A00065992","ONE_DAY-Age 7","VA","3","1","3","0","3","1","3","0","3","1","2","0","1","1","2","0","2","0","3","0","3","0","3","0","3","0","3","0","3","0","40","MIDDLE"
"A00028429","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00058998","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","85","6TH RIGHT"
"A00035926","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","2","1","3","0","2","1","3","0","3","1","2","1","85","6TH RIGHT"
"A00043790","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","1","100","10TH RIGHT"
"A00060628","ONE_DAY- Age 18-21","VA","3","1","2","1","3","1","2","1","2","1","2","1","2","1","2","1","3","0","2","1","3","1","2","1","3","1","2","1","2","1","20","MIDDLE"
"A00028994","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","95","9TH RIGHT"
"A00029304","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00063424","ONE_DAY- Age 22-59","VA","3","1","3","0","1","1","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","70","3RD RIGHT"
"A00034826","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","95","9TH RIGHT"
"A00058571","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00041540","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00043649","Adult- Age 22-59","V1","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","2","1","2","1","80","5TH RIGHT"
"A00058061","Child Age 9-10","V1","1","0","1","0","3","1","3","1","2","1","1","1","2","1","1","1","2","0","1","0","3","0","1","0","1","1","2","1","3","1","-30","1ST LEFT"
"A00055903","Child Age 8","V1","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","2","1","2","1","2","1","3","1","3","0","3","0","2","1","70","3RD RIGHT"
"A00061275","ONE_DAY-Age 65-85","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00052183","Child Age 16-17","V1","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","2","1","80","5TH RIGHT"
"A00054857","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00041049","Adult- Age 22-59","V1","3","1","1","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","75","4TH RIGHT"
"A00055946","Child-Age 7 ","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00051064","Adult-Age 18-21","V1","1","0","1","0","1","0","1","0","2","1","1","0","1","0","2","0","1","0","2","1","3","0","2","1","1","0","1","0","1","0","-70","4TH LEFT"
"A00034385","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00053626","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","90","7TH RIGHT"
"A00065802","ONE_DAY-Age 15","VA","3","0","3","0","3","0","3","1","2","1","3","0","3","0","3","1","3","1","2","1","3","0","3","0","3","0","3","0","3","1","65","2ND RIGHT"
"A00030980","Child- Age 13","V1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","1","85","6TH RIGHT"
"A00065750","ONE_DAY-Age 8","VA","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","0","80","5TH RIGHT"
"A00061298","ONE_DAY-AGE 16-17","VA","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","1","-65","3RD LEFT"
"A00063450","ONE_DAY- Age 18-21","VA","1","0","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","-95","9TH LEFT"
"A00059109","Child Age 11","V1","3","0","3","1","3","1","3","1","2","0","3","0","3","1","1","1","2","0","1","1","3","0","3","1","3","1","2","0","2","0","30","MIDDLE"
"A00037244","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00045554","Adult- Age 22-59","V1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","1","85","6TH RIGHT"
"A00064505","ONE_DAY-AGE 15","VA","3","0","3","0","3","0","3","0","3","1","3","0","2","1","2","1","3","0","2","1","3","0","3","0","3","0","3","1","2","1","65","2ND RIGHT"
"A00038115","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00058756","Child Age 11","V1","1","0","1","0","3","1","1","0","1","0","1","0","1","1","1","1","1","0","1","1","3","0","1","0","1","0","1","1","1","1","-70","4TH LEFT"
"A00035292","Child-Age 11","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","1","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","65","2ND RIGHT"
"A00060574","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","1","1","3","0","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00053456","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00052180","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00065302","ONE_DAY-Age 65-85","VA","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","70","3RD RIGHT"
"A00032876","Older Adult- Age 60-64","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","2","1","3","0","3","1","3","1","80","5TH RIGHT"
